DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
USA;AXM;95;104644;422470536
PAN;AXM;12;12125;48952664
DEU;BOG;480;3000;12111570
DEU;BOG;90;634;2561597
DEU;BOG;60;228;920479
DEU;BOG;270;940;3796977
DEU;BOG;1204;6902;27612297
DEU;BOG;64;296;1195008
DEU;BOG;32;9256;36845081
DEU;BOG;9;5175;20599967
DEU;BOG;9;3267;13004848
DEU;BOG;16;4560;18151855
DEU;BOG;1380;1093;4347839
DEU;BOG;28995;15999;65473596
DEU;BOG;50;4930;20294788
DEU;BOG;245;54726;225284504
DEU;BOG;20;6256;25753387
DEU;BOG;20;3604;14836190
DEU;BOG;20;4216;17355543
DEU;BOG;20;3332;13716477
DEU;BOG;20;3332;13716477
DEU;BOG;100;7780;32027070
DEU;BOG;1088;157774;636965633
DEU;BOG;1;2526;10080297
DEU;BOG;27;60;247062
DEU;BOG;9;20;82354
DEU;BOG;1300;200;811388
DEU;BOG;38160;6102;24935734
DEU;BOG;62;99871;405667865
DEU;BOG;5600;1008;4098316
DEU;BOG;12480;2246;9133390
DEU;BOG;13;1484;5883800
DEU;BOG;2560;460;1870917
DEU;BOG;50;18500;74688015
DEU;BOG;44787;13917;56397252
DEU;BOG;1800;297;1181121
DEU;BOG;10080;1808;7210407
DEU;BOG;16;50;199763
DEU;BOG;37;104;412211
DEU;BOG;20;50;198178
DEU;BOG;82;320;1268342
DEU;BOG;24;88;348794
DEU;BOG;119;583;2310761
DEU;BOG;1198;5380;21324402
DEU;BOG;13;70;277449
DEU;BOG;7;28;112961
DEU;BOG;2;287;1183313
DEU;BOG;1;568;2339581
DEU;BOG;1;194;799400
DEU;BOG;986;88154;362897703
DEU;BOG;9;325;1340155
DEU;BOG;1;41;168862
DEU;BOG;2;6331;26063613
DEU;BOG;6;6873;28296780
DEU;BOG;1;372;1531009
DEU;BOG;5;8753;36012709
DEU;BOG;19660;6549;26330876
DEU;BOG;3;2238;9052867
DEU;BOG;2;746;2960707
DEU;BOG;4;450;1787798
DEU;BOG;1;1457;5997871
DEU;BOG;1;374;1540386
DEU;BOG;38;7456;30514581
DEU;BOG;1;50;200253
DEU;BOG;1;50;200253
DEU;BOG;21600;2942;11881046
DEU;BOG;58200;8775;35547304
DEU;BOG;560;4921;20140647
DEU;BOG;809;3487;13914182
DEU;BOG;3;10315;41005040
DEU;BOG;4;13933;56388383
DEU;BOG;5;18860;76329911
DEU;BOG;6000;1140;4648281
DEU;BOG;14400;2736;11155875
DEU;BOG;0;26;106492
DEU;BOG;1;82;329256
DEU;BOG;1;514;2044667
DEU;BOG;4;21;85186
DEU;BOG;16;95;379342
DEU;BOG;7;38;153358
DEU;BOG;3;22;90274
DEU;BOG;0;8;31959
DEU;BOG;1;1;6837
DEU;BOG;2;51;203166
DEU;BOG;2;72;289664
DEU;BOG;2;354;1409725
DEU;BOG;1;122;485596
DEU;BOG;1;73;292208
DEU;BOG;1;334;1329031
DEU;BOG;20;642;2555823
DEU;BOG;1;25;102239
DEU;BOG;29;5556;22086196
DEU;BOG;0;2;8586
DEU;BOG;2;9498;39078390
DEU;BOG;1;1823;7502860
DEU;BOG;5;14004;57619150
DEU;BOG;145;725;2941281
DEU;BOG;2;21967;87323982
DEU;BOG;101;6314;25102216
DEU;BOG;16;26254;106187801
DEU;BOG;24320;4716;19232468
DEU;BOG;3231;4972;19773047
DEU;BOG;58360;10576;43436053
DEU;BOG;1;5470;21652484
DEU;BOG;10530;1895;7693329
DEU;BOG;79320;14442;57579527
DEU;BOG;2050;369;1467453
DEU;BOG;11100;2780;11058001
DEU;BOG;2250;1202;4918980
DEU;BOG;1;924;3657454
DEU;BOG;510;770;3062564
DEU;BOG;978;5513;22482188
DEU;BOG;300;1918;7899003
DEU;BOG;3;28040;111463153
DEU;BOG;11;113981;453086760
DEU;BOG;1;44999;183219947
DEU;BOG;1;300;1213353
DEU;BOG;1056;6336;26068141
DEU;BOG;1836;9948;40708065
DEU;BOG;200;1200;4937148
DEU;BOG;1224;6357;26154541
DEU;BOG;12;47;191233
DEU;BOG;2139;12960;52717346
DEU;BOG;597;1622;6579112
DEU;BOG;16172;96474;392943487
DEU;BOG;6400;832;3332209
DEU;BOG;9;47;189656
DEU;BOG;48;291;1154191
DEU;BOG;12;39;156561
DEU;BOG;280;2114;8378986
DEU;BOG;118;868;3441488
DEU;BOG;25;129;511300
DEU;BOG;33;216;857320
DEU;BOG;262;1873;7423766
DEU;BOG;144;958;3797694
DEU;BOG;59;54076;219065628
DEU;BOG;400;114;460239
DEU;BOG;10440;1670;6743722
DEU;BOG;91440;13690;55141540
DEU;BOG;559;4740;19398994
DEU;BOG;2720;369;1497106
DEU;BOG;4420;605;2450686
DEU;BOG;5780;751;3009402
DEU;BOG;9520;1237;4956662
DEU;BOG;4760;1482;5901343
DEU;BOG;11970;1915;7591029
DEU;BOG;58440;9350;37060964
DEU;BOG;8160;2448;9767250
DEU;BOG;4;4400;17981766
DEU;BOG;1820;14875;58958103
DEU;BOG;1280;12;51070
DEU;BOG;16070;4556;18435491
DEU;BOG;8050;2459;9790059
DEU;BOG;3333;2858384;11575369464
DEU;BOG;435;8232;33294891
DEU;BOG;2261524;30130;122504692
DEU;BOG;107804;1111;4496039
ARM;BOG;50;0;2028
ARM;BOG;100;10;39806
ARM;BOG;70;7;27864
ARM;BOG;60;6;23884
ARM;BOG;11;15;59710
ARM;BOG;400;68;270306
ARM;BOG;8640;2678;10813209
ARM;BOG;400;74;301730
ARM;BOG;1800;331;1349632
ARM;BOG;560;1838;7474548
ARM;BOG;60;138;561079
ARM;BOG;970;155;617205
ARM;BOG;38505;5842;23233693
ARM;BOG;400;4;15907
ARM;BOG;2900;437;1773004
ARM;BOG;3950;579;2351240
ARM;BOG;200;64;258380
ARM;BOG;800;144;572412
ARM;BOG;1050;159;649347
ARM;BOG;2100;324;1319999
ARM;BOG;76;1;6171
ABW;BOG;1;76;303299
ABW;BOG;4;182;723466
ABW;BOG;240;10598;42128003
ABW;BOG;9;747;2971777
ABW;BOG;3;182;726248
ABW;BOG;2;127;506426
ABW;BOG;9;422;1677885
ABW;BOG;3;205;815290
ABW;BOG;33;2272;9032199
ABW;BOG;25;997;3965152
ABW;BOG;15;107;428514
ABW;BOG;1;18;72346
ABW;BOG;2842;799;3242468
ABW;BOG;2639;802;3255775
ABW;BOG;1734;898;3646215
ABW;BOG;184;705;2861075
ABW;BOG;1500;2858;11559209
ABW;BOG;2;7225;28720025
ABW;BOG;1;5054;20090104
ABW;BOG;600;3600;14363604
ABW;BOG;72;3947;15624326
ABW;BOG;106;5000;19789483
ABW;BOG;157;3616;14313512
ABW;BOG;204;9321;36890374
ABW;BOG;62;3663;14500636
ABW;BOG;10;3;12180
ABW;BOG;9868;6221;25116327
ABW;BOG;219;284;1150033
ABW;BOG;877;1139;4600095
ABW;BOG;1316;524;2116012
ABW;BOG;657;455;1839989
ABW;BOG;25655;5663;22864544
ABW;BOG;112;1737;7015102
ABW;BOG;9;4;16020
ABW;BOG;8;4;16020
ABW;BOG;25;8;32040
ABW;BOG;9;4;16020
ABW;BOG;4;2;8010
ABW;BOG;12;4;16020
ABW;BOG;11;2;8010
ABW;BOG;4325;1384;5627053
ABW;BOG;3280;1458;5931174
ABW;BOG;6160;1543;6231725
ABW;BOG;804;427;1724647
ABW;BOG;268;56;229958
ABW;BOG;536;113;459916
ABW;BOG;7767;1677;6772022
ABW;BOG;105;996;4024149
ABW;BOG;1;2002;8020933
ABW;BOG;90;183;741135
ABW;BOG;75;169;683459
ABW;BOG;252;549;2211128
ABW;BOG;29600;44565;178966386
ABW;BOG;1160;162;662844
ABW;BOG;5700;1896;7603896
ABW;BOG;1280;323;1316953
ABW;BOG;4850;2600;10443843
ABW;BOG;100;18;74118
ABW;BOG;2700;1313;5273260
ABW;BOG;255;149;613091
ABW;BOG;2584;2763;11073408
ABW;BOG;212;3741;15156033
ABW;BOG;30;61;250900
ABW;BOG;25;56;231339
ABW;BOG;84;183;749141
ABW;BOG;62;239;950046
ABW;BOG;2;22;89598
ABW;BOG;67;356;1417755
ABW;BOG;7;40;160394
ABW;BOG;1058;5149;20470242
ABW;BOG;9;61;244054
ABW;BOG;105;56;225027
ABW;BOG;26;183;728701
ABW;BOG;560;466202;1869878521
BIH;BOG;800;136;552947
BIH;BOG;400;59;242158
BIH;BOG;800;114;466752
BIH;BOG;39910;11157;44350079
BIH;BOG;11700;1404;5581026
AIA;BOG;1;1729;6885285
ATG;BOG;2;365;1465050
ATG;BOG;70;5254;21044908
ATG;BOG;232;4580;18344456
ATG;BOG;6;426;1707597
ATG;BOG;6;279;1117411
ATG;BOG;150;2057;8241211
ATG;BOG;20;879;3523571
ATG;BOG;116;4927;19734132
ATG;BOG;158;2353;9425267
ATG;BOG;41;2830;11337323
ATG;BOG;142;1393;5581691
ATG;BOG;6;114;460181
SAU;BOG;4968;3372;13801301
SAU;BOG;1400;900;3654135
SAU;BOG;4800;576;2329637
SAU;BOG;26619;20228;82469404
SAU;BOG;601;4409;17882805
SAU;BOG;120;484;1921538
SAU;BOG;46;271;1077536
SAU;BOG;40;183;725333
SAU;BOG;52;221;878961
SAU;BOG;81;249;989901
SAU;BOG;25;148;588590
SAU;BOG;56;290;1151218
SAU;BOG;20;90;356721
SAU;BOG;3180;2202;8942886
SAU;BOG;3934;3389;13606905
SAU;BOG;85;744;2968478
SAU;BOG;13450;4753;19573534
SAU;BOG;2400;456;1877675
SAU;BOG;300;96;395300
SAU;BOG;800;256;1054133
SAU;BOG;1290;1258;5182138
SAU;BOG;1000;334;1375315
SAU;BOG;1430;4050;16676725
SAU;BOG;1;13077;53323455
SAU;BOG;89;10548;42690939
SAU;BOG;10;7831;31131314
SAU;BOG;12960;65026;259449779
SAU;BOG;28;79;323756
SAU;BOG;10880;36259;147985018
SAU;BOG;90;398;1638515
SAU;BOG;300;753;3080696
SAU;BOG;98;129;524571
SAU;BOG;60;340;1399105
SAU;BOG;374;2007;8206320
SAU;BOG;76;262;1074211
SAU;BOG;2720;25845;104559259
SAU;BOG;7970;35930;142824983
SAU;BOG;1440;20640;82686729
SAU;BOG;2;3796;15089441
SAU;BOG;70;567;2292760
ARG;BOG;25480;2548;10099176
ARG;BOG;31650;9233;37787552
ARG;BOG;26200;5134;20726933
ARG;BOG;58800;10021;39837358
ARG;BOG;80;1210;4893857
ARG;BOG;150;5965;24410748
ARG;BOG;24;25290;102601757
ARG;BOG;6;7299;28931286
ARG;BOG;278;3414;14054038
ARG;BOG;441;5917;23890798
ARG;BOG;960;20723;83703340
ARG;BOG;4;2540;10173413
ARG;BOG;73;1328;5363043
ARG;BOG;9532;68658;279952219
ARG;BOG;3;4515;18230415
ARG;BOG;1;958;3880814
ARG;BOG;2;5905;23842554
ARG;BOG;4;619;2501039
ARG;BOG;1;199;805419
ARG;BOG;1;228;921448
ARG;BOG;1700;102;405459
ARG;BOG;10;63;255150
ARG;BOG;2;2;9850
ARG;BOG;10;2123;8573497
ARG;BOG;0;17;70973
ARG;BOG;126;7;30051
ARG;BOG;0;37;151434
ARG;BOG;24;1531;6183481
ARG;BOG;0;45;184499
ARG;BOG;0;0;1937
ARG;BOG;2;6746;27238032
ARG;BOG;1;20810;84013923
ARG;BOG;0;41;166735
ARG;BOG;0;40;159003
ARG;BOG;0;34;137776
ARG;BOG;0;75;298131
ARG;BOG;5;23;95530
ARG;BOG;4200;214;864046
ARG;BOG;13150;1788;7214101
ARG;BOG;400;306;1234351
ARG;BOG;14875;4418;17821460
ARG;BOG;6125;673;2717792
ARG;BOG;880;510;2058866
ARG;BOG;10120;2366;9557932
ARG;BOG;16975;1867;7688793
ARG;BOG;1;34;137789
ARG;BOG;10;133;540176
ARG;BOG;2;830;3352401
ARG;BOG;28;2584;10432704
ARG;BOG;1;239;967108
ARG;BOG;11;1450;5854208
ARG;BOG;1;2921;11795256
ARG;BOG;17;1116;4509258
ARG;BOG;3;212;856045
ARG;BOG;2;199;806065
ARG;BOG;5;2478;10144067
ARG;BOG;5000;24000;97068240
ARG;BOG;112000;3251;13307929
ARG;BOG;33;74;304771
ARG;BOG;124;92;375800
ARG;BOG;0;222;903459
ARG;BOG;238;923;3698432
ARG;BOG;2290;1903119;7637141251
AUS;BOG;1980;302;1237397
AUS;BOG;3080;862;3428117
AUS;BOG;6450;3753;15358514
AUS;BOG;34;3316;13201493
AUS;BOG;5;1168;4651014
AUS;BOG;4;1280;5095257
AUS;BOG;5;586;2334264
AUS;BOG;14;1360;5413711
AUS;BOG;965;708;2886827
AUS;BOG;60;111763;447621045
AUS;BOG;6;626;2578631
AUS;BOG;9;2016;8299045
AUS;BOG;9;2883;11870598
AUS;BOG;7;1756;7232025
AUS;BOG;7;1267;5216542
AUS;BOG;6000;2969;12038660
AUS;BOG;15800;5492;21767926
AUS;BOG;219242;32724;133920290
AUS;BOG;32360;5864;23835205
AUS;BOG;500;138;560244
AUS;BOG;226;1404;5784806
AUS;BOG;477;12681;51683810
AUS;BOG;1;61;249060
AUS;BOG;208;1299;5267813
AUS;BOG;349;1208;4840275
AUS;BOG;128;194;788264
AUS;BOG;1;96;389486
AUS;BOG;1422;37831;153016356
AUS;BOG;40;493;1994089
AUS;BOG;558;14094;57120488
AUS;BOG;5178;76780;310114669
AUS;BOG;71;1827;7378206
AUS;BOG;169;2034;8211886
AUS;BOG;22;73;295118
AUS;BOG;358;3013;12165264
AUS;BOG;30;879;3623173
AUS;BOG;467;9275;38194354
AUS;BOG;211;2356;9704907
AUS;BOG;10;137;565773
AUS;BOG;1008;9478;39027820
AUS;BOG;293;13824;56205480
AUS;BOG;22;201;816342
AUS;BOG;25600;9432;38048496
AUS;BOG;1216;790;3236623
AUS;BOG;600;192;775140
AUS;BOG;15000;11550;47266411
AUS;BOG;20;12893;53092599
AUS;BOG;127;2436;9826409
AUS;BOG;7;114;459856
AUS;BOG;83;3313;13510026
AUS;BOG;1;2800;11331908
AUS;BOG;27150;6555;26614283
AUS;BOG;480;624;2533533
AUS;BOG;2360;4118;16777720
AUS;BOG;1080;1911;7761382
AUS;BOG;50;175;712556
AUS;BOG;23400;3372;13690825
AUS;BOG;1700;357;1449473
AUS;BOG;75;150;612067
AUS;BOG;112;988;4011428
AUS;BOG;4767;1288;5109357
AUS;BOG;9000;2428;9638288
AUS;BOG;102575;32396;130552929
AUS;BOG;18000;3699;14705845
AUS;BOG;340;459;1863608
AUS;BOG;33;3;12707
AUS;BOG;30;3630;14538367
AUS;BOG;5700;1667;6662188
AUS;BOG;8250;1740;6916656
AUS;BOG;1400;376;1517983
AUS;BOG;5400;810;3293727
AUS;BOG;1185;7797;32099110
AUS;BOG;44;3341;13281650
AUS;BOG;32;1356;5390818
AUS;BOG;300;15;59848
AUS;BOG;9200;1814;7467494
AUS;BOG;1;11655;47978856
AUS;BOG;93630;17818;71938284
AUS;BOG;255040;72546;292881985
AUS;BOG;18376;6519;25916314
AUS;BOG;45500;8962;35624756
AUS;BOG;50;168752;682960901
AUS;BOG;552;4601;18211124
AUS;BOG;1462;30460;123195774
AUS;BOG;3;390;1574504
AUS;BOG;8;2304;9301685
AUS;BOG;6;1548;6249570
AUS;BOG;6;1800;7266942
AUS;BOG;38;8152;32911172
AUS;BOG;12;3192;12886710
AUS;BOG;14;2356;9511619
AUS;BOG;2;516;2083190
AUS;BOG;4;1288;5199900
AUT;BOG;13080;2223;9066595
AUT;BOG;25740;4375;17842061
AUT;BOG;127;119333;491247298
AUT;BOG;20160;3201;12922125
AUT;BOG;72460;10958;44154374
AUT;BOG;160;1;6454
AUT;BOG;380;3;15328
AZE;BOG;7179;5070;20631406
AZE;BOG;32;76;312252
AZE;BOG;1;18655;76344544
AZE;BOG;1;17252;70600877
AZE;BOG;1;12717;52042160
AZE;BOG;1400;308;1243454
AZE;BOG;1000;320;1291900
AZE;BOG;432;34;141430
AZE;BOG;6400;855;3478202
AZE;BOG;56300;7909;32158040
BHS;BOG;192;8417;33985025
BHS;BOG;200;9066;36603183
BHS;BOG;682;7680;31007718
BHS;BOG;219;15429;62293236
BHS;BOG;587;8239;33264911
BHS;BOG;3;2846;11493355
BHR;BOG;3468;2268;8989376
BHR;BOG;8237;3636;14800765
BHR;BOG;480;134;550009
BHR;BOG;931;240;987981
BHR;BOG;540;51500;212004385
BHR;BOG;1006;316;1278658
BHR;BOG;3774;542;2192032
BHR;BOG;36;98;391307
BHR;BOG;6;29;117304
BHR;BOG;82;230;917252
BHR;BOG;6;31;124460
BHR;BOG;18500;4520;17992628
BHR;BOG;16762;2153;8561787
BHR;BOG;4558;834;3339726
BHR;BOG;11875;2968;12104900
BHR;BOG;103900;15656;62968945
BHR;BOG;7500;750;3054730
BHR;BOG;4000;800;3247195
BHR;BOG;920;119;482446
BHR;BOG;4110;2743;11295907
BHR;BOG;6180;1746;7120004
BHR;BOG;328;4180;17054501
BRB;BOG;58;5784;23672655
BEL;BOG;80;530;2124283
BEL;BOG;160;462;1851939
BEL;BOG;69;199;799570
BEL;BOG;169;976;3912783
BEL;BOG;1;40;162406
BEL;BOG;2;100;400506
BEL;BOG;448;3504;14146313
BEL;BOG;150;1275;5147417
BEL;BOG;2646;13837;54844908
BEL;BOG;1;1311;5220768
BEL;BOG;544;22279;88564210
BEL;BOG;3;4622;18918596
BEL;BOG;6;1383;5585694
BMU;BOG;36;493;2018337
BMU;BOG;481;21888;89575988
BMU;BOG;210;3786;15495525
BMU;BOG;6;199;814701
BMU;BOG;8;166;679654
BMU;BOG;41;533;2181293
BLR;BOG;26104;26089;106376903
BLR;BOG;95350;33270;136998188
BLR;BOG;2800;532;2190621
BLR;BOG;56350;10820;44555681
BLR;BOG;15200;2612;10605152
BLR;BOG;66150;22180;91051890
BLR;BOG;2200;418;1721202
BLR;BOG;108250;20659;84889334
BLR;BOG;1936;5902;23997918
BLR;BOG;212;436;1774310
BLR;BOG;10000;3654;15046112
BLR;BOG;750;142;586773
BLR;BOG;2100;399;1642966
BLR;BOG;960;308;1271548
BLR;BOG;12800;1625;6578982
BLR;BOG;400;44;176741
BLR;BOG;11150;1460;5814365
BLR;BOG;5600;728;2987893
BLR;BOG;26950;3461;14151484
BLR;BOG;24225;5955;23673648
BLR;BOG;33900;4590;18249240
BLR;BOG;13200;1757;6985226
BLR;BOG;70;36;147314
BLR;BOG;500;1;4116
BLR;BOG;43300;5572;22584559
BLR;BOG;559350;73347;296931698
BLR;BOG;1000;190;768950
BLR;BOG;130;179;717488
BLR;BOG;100;25;101507
BLR;BOG;315;461;1852611
BLR;BOG;200;61;243617
BLR;BOG;2;28;115041
BOL;BOG;300;1338;5397264
BOL;BOG;1160;4610;18596763
BOL;BOG;827;5736;23139783
BOL;BOG;480;2281;9137944
BOL;BOG;160;510;2044182
BOL;BOG;160;452;1810287
BOL;BOG;320;1437;5757674
BOL;BOG;160;1011;4049916
BOL;BOG;640;2032;8138281
BOL;BOG;800;4838;19378082
BOL;BOG;160;1039;4164461
BOL;BOG;6;75;308744
BOL;BOG;352;10578;43547182
BOL;BOG;3;9;36304
BOL;BOG;1;4;16135
BOL;BOG;2;10;40338
BOL;BOG;12;1639;6564293
BOL;BOG;4750;14120;56128270
BOL;BOG;21;138;551899
BOL;BOG;49;133;541438
BOL;BOG;8;39;156094
BOL;BOG;160;594;2361474
BOL;BOG;9;35;144142
BOL;BOG;437;1139;4581771
BOL;BOG;9;30;121577
BOL;BOG;62;165;663774
BOL;BOG;75;171;692743
BOL;BOG;51;185;732187
BOL;BOG;10;102;405750
BOL;BOG;1112;2762;10993192
BOL;BOG;4;76;302215
BOL;BOG;269;972;3857550
BOL;BOG;48;129;513184
BOL;BOG;3;147;582781
BOL;BOG;45;491;1947024
BOL;BOG;12;211;837305
BOL;BOG;5;30;124773
BOL;BOG;5;36;145804
BOL;BOG;2;61;242215
BOL;BOG;1;19;76384
BOL;BOG;11;108;437332
BOL;BOG;24;223;882741
BOL;BOG;22;173;684694
BOL;BOG;31;405;1603411
BOL;BOG;19;98;391027
BOL;BOG;325;1365;5457482
BOL;BOG;5;17;71790
BOL;BOG;44;161;650879
BOL;BOG;63;276;1097016
BOL;BOG;90;300;1190972
BOL;BOG;9;1232;4986071
BOL;BOG;1200;780;3154717
BOL;BOG;590;153;620427
BOL;BOG;1683;4412;18056955
BOL;BOG;738;1910;7817577
BOL;BOG;586;3132;12819714
BOL;BOG;334;2226;8852088
BOL;BOG;160;305;1227595
BOL;BOG;3350;7601;30263185
BOL;BOG;34;74;295309
BOL;BOG;40;71;285252
BOL;BOG;215;489;1947635
BOL;BOG;818;1539;6163279
BOL;BOG;79;177;715641
BOL;BOG;36;81;329402
BOL;BOG;124;237;949593
BOL;BOG;278;531;2143214
BOL;BOG;175;331;1331493
BOL;BOG;194;415;1660999
BOL;BOG;148;2024;8129956
BOL;BOG;111;1064;4287141
BOL;BOG;1401;154796;619426890
BOL;BOG;107;10077;39883318
BOL;BOG;45;5713;23508723
BOL;BOG;536;64281;264472979
BOL;BOG;709;65882;271061480
BOL;BOG;43;4397;18090533
BOL;BOG;720;32705;130987489
BOL;BOG;424;18024;71650599
BOL;BOG;1579;52312;209180223
BOL;BOG;2086;87374;349939113
BOL;BOG;304;5115;20934518
BOL;BOG;22;40;160593
BOL;BOG;46;98;391758
BOL;BOG;11;26;104363
BOL;BOG;187;7885;31806749
BOL;BOG;20;149;595730
BOL;BOG;47;240;962523
BOL;BOG;63;432;1733990
BOL;BOG;15;109;437253
BOL;BOG;467;1771;7088491
BOL;BOG;82;285;1143056
BOL;BOG;168;681;2715754
BOL;BOG;1439;3416;13663218
BOL;BOG;247;645;2581766
BOL;BOG;145;492;1966467
BOL;BOG;122;317;1266488
BOL;BOG;7;32;131205
BOL;BOG;2407;5417;21645025
BOL;BOG;633;2565;10223809
BOL;BOG;916;1883;7528197
BOL;BOG;14;157;624682
BOL;BOG;5;48;195446
BOL;BOG;93;592;2360675
BOL;BOG;5;15;63480
BOL;BOG;178;1590;6356353
BOL;BOG;6;28;115826
BOL;BOG;416;1868;7474173
BOL;BOG;50;110;442559
BOL;BOG;42;206;820430
BOL;BOG;7;36;144478
BOL;BOG;20;79;320004
BOL;BOG;354;1408;5622086
BOL;BOG;55;5042;20239075
BOL;BOG;4048;10;40050
BOL;BOG;1025;51936;213682480
BOL;BOG;108;11032;45389916
BOL;BOG;5;26;108802
BOL;BOG;54;360;1458819
BOL;BOG;42;236;964199
BOL;BOG;197;851;3466076
BOL;BOG;222;612;2493818
BOL;BOG;27;106;434155
BOL;BOG;307;692;2819586
BOL;BOG;5;21;87985
BOL;BOG;12;40;164020
BOL;BOG;208;524;2122093
BOL;BOG;117;303;1227287
BOL;BOG;17;70;287569
BOL;BOG;2340;5182;21171838
BOL;BOG;579;2550;10342875
BOL;BOG;284;522;2131286
BOL;BOG;5;45;182279
BOL;BOG;31;246;1007204
BOL;BOG;9;88;362048
BOL;BOG;142;1325;5386448
BOL;BOG;157;462;1872095
BOL;BOG;453;1633;6647792
BOL;BOG;22;78;319610
BOL;BOG;127;479;1957051
BOL;BOG;17;68;281061
BOL;BOG;208;1041;4232056
BOL;BOG;57;5227;21141942
BOL;BOG;43;4141;16587676
BOL;BOG;128;21867;86672177
BOL;BOG;10;11339;45780523
BOL;BOG;240;7620;30763387
BOL;BOG;19;236;955037
BOL;BOG;110;866;3498265
BOL;BOG;80;328;1326701
BOL;BOG;155;1387;5601237
BOL;BOG;477;1567;6326599
BOL;BOG;102;603;2434910
BOL;BOG;525;4913;19836087
BOL;BOG;40;1604;6379224
BOL;BOG;9;352;1400622
BOL;BOG;150;2220;8857555
BOL;BOG;70;1340;5346452
BOL;BOG;210;2;8359
BOL;BOG;10;10;39806
BOL;BOG;14;9;39010
BOL;BOG;200;34400;139669160
BOL;BOG;8;0;1009
BOL;BOG;1321;8367;34445978
BOL;BOG;56;635;2567662
BOL;BOG;974;4420;17571249
BOL;BOG;44;860;3419372
BOL;BOG;48;685;2726593
BOL;BOG;16;303;1225408
BOL;BOG;10;216;872840
BOL;BOG;522;3444;13932689
BOL;BOG;17;466;1882097
BOL;BOG;41;596;2368156
BOL;BOG;35;647;2614080
BOL;BOG;32;432;1778366
BOL;BOG;9;157;648362
BOL;BOG;1937;33126;134091154
BOL;BOG;52;676;2675452
BOL;BOG;204;3227;13000123
BOL;BOG;61;1093;4414667
BOL;BOG;173;2429;9890254
BOL;BOG;38;748;2974241
BOL;BOG;1455;18508;73597117
BOL;BOG;285;7480;30090848
BOL;BOG;152;2656;10718956
BOL;BOG;80;767;3055640
BOL;BOG;38;862;3428912
BOL;BOG;23;1100;4528660
BOL;BOG;8;108;430581
BOL;BOG;1;12;48534
BOL;BOG;6;1;6066
BOL;BOG;40;6;24267
BOL;BOG;4088;35495;143449011
BOL;BOG;191;7483;30175577
BOL;BOG;341;8788;35258765
BOL;BOG;6;166;676857
BOL;BOG;1591;14899;60202968
BOL;BOG;40;136;552156
BOL;BOG;21;100;402313
BOL;BOG;1655;15878;64260197
BOL;BOG;39;1816;7292177
BOL;BOG;1;20;80975
BOL;BOG;204;3097;12622356
BOL;BOG;163;333;1357765
BOL;BOG;352;6395;25930685
BOL;BOG;185;777;3145060
BOL;BOG;56;565;2301174
BOL;BOG;37;937;3771759
BOL;BOG;8;121;486958
BOL;BOG;58;947;3850303
BOL;BOG;14;485;1964112
BOL;BOG;139;12361;49938335
BOL;BOG;28;717;2862098
BOL;BOG;30;964;3927124
BOL;BOG;300;869;3579401
BOL;BOG;165;103;426306
BOL;BOG;188;2277;9120122
BOL;BOG;6;103;416406
BOL;BOG;4;1400;5764794
BOL;BOG;1;600;2470626
BOL;BOG;846;123084;487854309
BOL;BOG;18;1284;5090095
BOL;BOG;37;2597;10293589
BOL;BOG;0;22;89378
BOL;BOG;91;6326;25074851
BOL;BOG;7;1360;5600085
BOL;BOG;7;525;2082380
BOL;BOG;10;1062;4375066
BOL;BOG;835;695872;2790744524
BOL;BOG;30000;6201;25526974
BOL;BOG;115;2406;9599675
BOL;BOG;1;18;71818
BOL;BOG;202;7272;29014480
BOL;BUN;6102;42827;173886277
BOL;BUN;175;7703;31277324
BOL;BUN;106;3189;12949239
BOL;BUN;13;361;1467460
BOL;BUN;2246;14444;58644847
BOL;BUN;7;27;111735
BOL;BUN;715;2500;10152689
BOL;BUN;764;8479;34429056
BOL;BUN;75;3777;15336485
BOL;BUN;1;56;230332
BOL;BUN;462;4864;19749056
BOL;BUN;320;901;3660184
BOL;BUN;615;10884;44191728
BOL;BUN;718;3089;12543468
BOL;BUN;24;290;1178336
BOL;BUN;11;257;1044108
BOL;BUN;168;959;3897703
BOL;BUN;78;324;1317112
BOL;BUN;20;158;642193
BRA;BOG;24;27687;109582577
BRA;BOG;1;26;106977
BRA;BOG;52;78100;315877080
BRA;BOG;35;2366;9572424
BRA;BOG;4;670;2711115
BRA;BOG;5;458;1856268
BRA;BOG;75;9600;38448576
BRA;BOG;5;274;1106836
BRA;BOG;15;439;1777400
BRA;BOG;1;415;1682475
BRA;BOG;20;556;2250041
BRA;BOG;10;185;750499
BRA;BOG;14450;3672;14851440
BRA;BOG;53850;22941;90930241
BRA;BOG;16800;1848;7324677
BRA;BOG;21100;7065;28501429
BRA;BOG;15450;3625;14703938
BRA;BOG;704;70;287051
BRA;BOG;2880;288;1162710
BRA;BOG;4548;17522;69682190
BRA;BOG;50;839;3351308
BRA;BOG;10;268;1085600
BRA;BOG;34;472;1882817
BRA;BOG;2;204;812056
BRA;BOG;5;809;3266167
BRA;BOG;1;500;2058855
BRA;BOG;850;85;349910
BRA;BOG;92;136648;554376753
BRA;BOG;4;1785;7245167
BRA;BOG;20;13193;53523858
BRA;BOG;15;13024;52837586
BRA;BOG;672;3563;14667410
